qt5-wayland 5.15.2+kde+r33-1
qt5-webchannel 5.15.2-1
qt5-webengine 5.15.6-2
qt5-x11extras 5.15.2-1
qt5-xmlpatterns 5.15.2-1
qt5ct 1.5-1
quazip 1.1-1
ragel 6.10-3
raptor 2.0.15-16
rasqal 1:0.9.33-4
rav1e 0.4.1-1
rclone 1.56.1-1
re2 1:20210901-1
readline 8.1.001-1
redland 1:1.0.17-8
rest 0.8.1-3
rhash 1.4.2-1
rofi 1.7.0-1
rofi-greenclip 4.2-2
rsync 3.2.3-4
rtkit 0.13-1
ruby 3.0.2-1
ruby-diff-lcs 1.4.4-2
ruby-irb 1.3.6-1
ruby-manpages 0.6.1-4
ruby-optimist 3.0.1-2
ruby-paint 2.2.1-2
ruby-rainbow 3.0.0-6
ruby-rdoc 6.3.1-1
ruby-reline 0.2.5-1
ruby-rspec 3.10.0-1
ruby-rspec-core 3.10.1-1
ruby-rspec-expectations 3.10.1-1
ruby-rspec-mocks 3.10.2-1
ruby-rspec-support 3.10.2-1
ruby-term-ansicolor 1.7.1-2
ruby-tins 1.26.0-2
ruby2.7 2.7.4-1
rubygems 3.2.21-1
run-parts 5.4-1
rxvt-unicode-terminfo 9.26-2
sbc 1.5-2
sddm 0.19.0-7
sdl2 2.0.16-3
sed 4.8-1
shaderc 2021.2-1
shadow 4.8.1-4
shared-mime-info 2.0+57+gc1d1c70-1
sharutils 4.15.2-4
simgear 2020.3.8-1
slang 2.3.2-2
slop 7.5-5
smbclient 4.15.0-1
snapd 2.52-1
snappy 1.1.9-2
solaar-git 1.0.6.r25.g42b83ec-1
solid 5.86.0-1
sonnet 5.86.0-1
sound-theme-freedesktop 0.8-4
spatialindex 1.9.3-1
speedtest-cli 2.1.3-1
speex 1.2.0-3
speexdsp 1.2.0-2
spirv-tools 2021.3-1
sqlite 3.36.0-1
squashfs-tools 4.5-1
squashfuse 0.1.104-2
srt 1.4.3-1
startup-notification 0.12-7
steam 1.0.0.72-2
sudo 1.9.8.p2-1
supertuxkart 1.3-1
svt-av1 0.8.7-1
syndication 5.86.0-1
syntax-highlighting 5.86.0-1
sysfsutils 2.1.1-1
systemd 249.4-1
systemd-libs 249.4-1
systemd-sysvcompat 249.4-1
taglib 1.12-1
talloc 2.3.3-1
tar 1.34-1
tdb 1.4.5-1
telepathy-glib 0.24.2-2
tevent 1:0.11.0-1
texinfo 6.8-2
thin-provisioning-tools 0.9.0-1
threadweaver 5.86.0-1
tint2 17.0.1-1
tinyxml 2.6.2-8
traceroute 2.1.0-5
tracker3 3.2.0-2
tree-sitter 0.20.0-1
tslib 1.22-1
ttf-anonymous-pro 1.003-5
ttf-arphic-ukai 0.2.20080216.2-1
ttf-arphic-uming 0.2.20080216.2-1
ttf-baekmuk 2.2-13
ttf-bitstream-vera 1.10-14
ttf-caladea 20200113-3
ttf-carlito 20130920-6
ttf-cascadia-code 2108.26-1
ttf-cormorant 3.609-1
ttf-croscore 20201226-2
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-droid 20121017-10
ttf-eurof 1.0-2
ttf-fantasque-sans-mono 1.8.0-2
ttf-fira-code 5.2-1
ttf-fira-mono 2:3.206-4
ttf-fira-sans 1:4.301-2
ttf-font-awesome 5.15.4-1
ttf-hack 3.003-3
ttf-hanazono 20170904-4
ttf-hannom 2005-6
ttf-ibm-plex 5.2.1-2
ttf-inconsolata 1:3.000-3
ttf-indic-otf 0.2-11
ttf-input 20191031-3
ttf-ionicons 5.5.3-1
ttf-jetbrains-mono 2.242-1
ttf-joypixels 6.6.0-1
ttf-junicode 1.002-4
ttf-khmer 5.0-7
ttf-lato 2.015-4
ttf-liberation 2.1.5-1
ttf-linux-libertine 5.3.0-7
ttf-linux-libertine-g 20120116-6
ttf-monofur 1.0-7
ttf-monoid 0.61-7
ttf-ms-fonts 2.0-12
ttf-opensans 1.101-2
ttf-proggy-clean 1.1.5-2
ttf-roboto 2.138-4
ttf-roboto-mono 3.000-1
ttf-sarasa-gothic 0.34.3-1
ttf-sazanami 20040629-11
ttf-tibetan-machine 1.901-11
ttf-ubuntu-font-family 0.83-7
twolame 0.4.0-2
tzdata 2021b-1
udisks2 2.9.4-1
unibilium 2.1.1-1
unrar 1:6.0.7-1
unzip 6.0-14
update-grub 0.0.1-7
upower 0.99.13-1
usbmuxd 1.1.1-1
usbutils 014-1
uthash 2.3.0-1
util-linux 2.37.2-1
util-linux-libs 2.37.2-1
v4l-utils 1.20.0-1
v4l2loopback-dkms-git 0.12.5.r230.gbaf9de2-1
vala 0.54.1-1
vi 1:070224-5
vid.stab 1.1-3
vim 8.2.3441-1
vim-runtime 8.2.3441-1
vlc 3.0.16-3
vmaf 1.5.3-1
vnstat 2.8-1
volume_key 0.3.12-5
vte-common 0.64.2-2
vte3 0.64.2-2
vulkan-icd-loader 1.2.194-1
wavpack 5.4.0-1
wayland 1.19.0-1
wayland-protocols 1.23-1
webkit2gtk 2.32.4-1
webrtc-audio-processing 0.3.1-3
wget 1.21.2-1
which 2.21-5
wildmidi 0.4.4-1
wine 6.16-1
wmctrl 1.07-6
woff2 1.0.2-3
wpa_supplicant 2:2.9-8
wpebackend-fdo 1.10.0-1
wps-office 11.1.0.10702-2
x264 3:0.161.r3039.544c61f-1
x265 3.5-1
xapian-core 1:1.4.18-1
xautolock 2.2-6
xbitmaps 1.1.2-2
xcape-git 1:1.2.r17.ga34d6ba-1
xcb-proto 1.14.1-3
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xcb-util-xrm 1.3-2
xclip 0.13-3
xdg-dbus-proxy 0.1.2-3
xdg-desktop-portal 1.10.1-1
xdg-desktop-portal-gtk 1.10.0-1
xdg-user-dirs 0.17-3
xdg-utils 1.1.3+19+g9816ebb-1
xf86-input-libinput 1.2.0-1
xf86-input-vmmouse 13.1.0-5
xf86-video-vesa 2.5.0-1
xfconf 4.16.0-2
xfsprogs 5.13.0-1
xkeyboard-config 2.33-2
xmlsec 1.2.32-1
xmlto 0.0.28-4
xorg-appres 1.0.5-2
xorg-bdftopcf 1.1-2
xorg-docs 1.7.1-3
xorg-font-util 1.3.2-2
xorg-fonts-100dpi 1.0.3-7
xorg-fonts-75dpi 1.0.3-7
xorg-fonts-alias-100dpi 1.0.4-1
xorg-fonts-alias-75dpi 1.0.4-1
xorg-fonts-alias-cyrillic 1.0.4-1
xorg-fonts-alias-misc 1.0.4-1
xorg-fonts-cyrillic 1.0.3-6
xorg-fonts-encodings 1.0.5-2
xorg-fonts-misc 1.0.3-10
xorg-fonts-type1 7.7-6
xorg-iceauth 1.0.8-2
xorg-mkfontscale 1.2.1-2
xorg-oclock 1.0.4-2
xorg-server 1.20.13-2
xorg-server-common 1.20.13-2
xorg-server-devel 1.20.13-2
xorg-server-xephyr 1.20.13-2
xorg-server-xnest 1.20.13-2
xorg-server-xvfb 1.20.13-2
xorg-sessreg 1.1.2-2
xorg-setxkbmap 1.3.2-2
xorg-smproxy 1.0.6-3
xorg-twm 1.0.11-1
xorg-util-macros 1.19.3-1
xorg-x11perf 1.6.1-2
xorg-xauth 1.1-2
xorg-xbacklight 1.2.3-2
xorg-xbiff 1.0.4-2
xorg-xcalc 1.1.0-2
xorg-xclipboard 1.1.3-3
xorg-xclock 1.0.9-2
xorg-xcmsdb 1.0.5-3
xorg-xconsole 1.0.7-3
xorg-xcursorgen 1.0.7-2
xorg-xdm 1.1.12-3
xorg-xdpyinfo 1.3.2-4
xorg-xdriinfo 1.0.6-2
xorg-xedit 1.2.2-3
xorg-xev 1.2.4-1
xorg-xeyes 1.2.0-1
xorg-xfd 1.1.3-2
xorg-xfontsel 1.0.6-3
xorg-xgamma 1.0.6-3
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-3
xorg-xinput 1.6.3-2
xorg-xkbcomp 1.4.5-1
xorg-xkbevd 1.1.4-3
xorg-xkbutils 1.0.4-4
xorg-xkill 1.0.5-2
xorg-xload 1.1.3-2
xorg-xlogo 1.0.5-2
xorg-xlsatoms 1.1.3-2
xorg-xlsclients 1.1.4-2
xorg-xlsfonts 1.0.6-3
xorg-xmag 1.0.6-3
xorg-xman 1.1.5-2
xorg-xmessage 1.0.5-2
xorg-xmodmap 1.0.10-2
xorg-xpr 1.0.5-2
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xrefresh 1.0.6-2
xorg-xset 1.2.4-2
xorg-xsetroot 1.1.2-2
xorg-xvidtune 1.0.3-4
xorg-xvinfo 1.1.4-2
xorg-xwayland 21.1.2-1
xorg-xwd 1.0.8-1
xorg-xwininfo 1.1.5-2
xorg-xwud 1.0.5-2
xorgproto 2021.5-1
xterm 369-1
xvidcore 1.3.7-2
xxhash 0.8.0-1
xz 5.2.5-2
yajl 2.1.0-4
yaml-cpp 0.6.3-2
yarn 1.22.14-1
yay 10.3.1-1
yelp-tools 40.0-1
yelp-xsl 40.2-1
zeitgeist 1.0.3-3
zenity 3.32.0+55+gd7bedff-1
zeromq 4.3.4-2
zimg 3.0.3-1
zip 3.0-9
zita-alsa-pcmi 0.3.2-3
zita-resampler 1.8.0-1
zlib 1:1.2.11-4
zoom 5.7.6a-1
zstd 1.5.0-1
zziplib 0.13.72-1
